name,hp,atk,def,spa,spd,spe,weight,height,types,abilities,formats,isNonstandard,oob
Hariyama,144,120,60,40,60,50,253.8,2.3,['Fighting'],"['Thick Fat', 'Guts', 'Sheer Force']",['PU'],Standard,"{'dex_number': 297, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Azurill,50,20,40,20,40,20,2,0.2,"['Normal', 'Fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']",['LC'],Standard,"{'dex_number': 298, 'evos': ['Marill'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nosepass,30,45,135,45,90,30,97,1,['Rock'],"['Sturdy', 'Magnet Pull', 'Sand Force']",['LC'],Standard,"{'dex_number': 299, 'evos': ['Probopass'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Venusaur,80,82,83,100,100,80,100,2,"['Grass', 'Poison']","['Overgrow', 'Chlorophyll']",['NU'],Standard,"{'dex_number': 3, 'evos': [], 'alts': ['Venusaur-Mega', 'Venusaur-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nidorina,70,62,67,55,55,56,20,0.8,['Poison'],"['Poison Point', 'Rivalry', 'Hustle']",['National Dex'],NatDex,"{'dex_number': 30, 'evos': ['Nidoqueen'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Skitty,50,45,45,35,35,50,11,0.6,['Normal'],"['Cute Charm', 'Normalize', 'Wonder Skin']",['National Dex'],NatDex,"{'dex_number': 300, 'evos': ['Delcatty'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Delcatty,70,65,65,55,55,90,32.6,1.1,['Normal'],"['Cute Charm', 'Normalize', 'Wonder Skin']",['National Dex'],NatDex,"{'dex_number': 301, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sableye,50,75,75,65,65,50,11,0.5,"['Dark', 'Ghost']","['Keen Eye', 'Stall', 'Prankster']",['ZU'],Standard,"{'dex_number': 302, 'evos': [], 'alts': ['Sableye-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mawile,50,85,85,55,55,50,11.5,0.6,"['Steel', 'Fairy']","['Hyper Cutter', 'Intimidate', 'Sheer Force']",['National Dex'],NatDex,"{'dex_number': 303, 'evos': [], 'alts': ['Mawile-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Aron,50,70,100,40,40,30,60,0.4,"['Steel', 'Rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",['National Dex'],NatDex,"{'dex_number': 304, 'evos': ['Lairon'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lairon,60,90,140,50,50,40,120,0.9,"['Steel', 'Rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",['National Dex'],NatDex,"{'dex_number': 305, 'evos': ['Aggron'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Aggron,70,110,180,60,60,50,360,2.1,"['Steel', 'Rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",['National Dex'],NatDex,"{'dex_number': 306, 'evos': [], 'alts': ['Aggron-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Meditite,30,40,55,40,55,60,11.2,0.6,"['Fighting', 'Psychic']","['Pure Power', 'Telepathy']",['NFE'],Standard,"{'dex_number': 307, 'evos': ['Medicham'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Medicham,60,60,75,60,75,80,31.5,1.3,"['Fighting', 'Psychic']","['Pure Power', 'Telepathy']",['ZU'],Standard,"{'dex_number': 308, 'evos': [], 'alts': ['Medicham-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Electrike,40,45,40,65,40,65,15.2,0.6,['Electric'],"['Static', 'Lightning Rod', 'Minus']",['National Dex'],NatDex,"{'dex_number': 309, 'evos': ['Manectric'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nidoqueen,90,92,87,75,85,76,60,1.3,"['Poison', 'Ground']","['Poison Point', 'Rivalry', 'Sheer Force']",['National Dex'],NatDex,"{'dex_number': 31, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Manectric,70,75,60,105,60,105,40.2,1.5,['Electric'],"['Static', 'Lightning Rod', 'Minus']",['National Dex'],NatDex,"{'dex_number': 310, 'evos': [], 'alts': ['Manectric-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Plusle,60,50,40,85,75,95,4.2,0.4,['Electric'],"['Plus', 'Lightning Rod']",['ZU'],Standard,"{'dex_number': 311, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Minun,60,40,50,75,85,95,4.2,0.4,['Electric'],"['Minus', 'Volt Absorb']",['ZU'],Standard,"{'dex_number': 312, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Volbeat,65,73,75,47,85,85,17.7,0.7,['Bug'],"['Illuminate', 'Swarm', 'Prankster']",['ZU'],Standard,"{'dex_number': 313, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Illumise,65,47,75,73,85,85,17.7,0.6,['Bug'],"['Oblivious', 'Tinted Lens', 'Prankster']",['ZU'],Standard,"{'dex_number': 314, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Roselia,50,60,45,100,80,65,2,0.3,"['Grass', 'Poison']","['Natural Cure', 'Poison Point', 'Leaf Guard']",['National Dex'],NatDex,"{'dex_number': 315, 'evos': ['Roserade'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Gulpin,70,43,53,43,53,40,10.3,0.4,['Poison'],"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",['LC'],Standard,"{'dex_number': 316, 'evos': ['Swalot'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Swalot,100,73,83,73,83,55,80,1.7,['Poison'],"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",['ZU'],Standard,"{'dex_number': 317, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Carvanha,45,90,20,65,20,65,20.8,0.8,"['Water', 'Dark']","['Rough Skin', 'Speed Boost']",['National Dex'],NatDex,"{'dex_number': 318, 'evos': ['Sharpedo'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sharpedo,70,120,40,95,40,95,88.8,1.8,"['Water', 'Dark']","['Rough Skin', 'Speed Boost']",['National Dex'],NatDex,"{'dex_number': 319, 'evos': [], 'alts': ['Sharpedo-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nidoran-M,46,57,40,40,40,50,9,0.5,['Poison'],"['Poison Point', 'Rivalry', 'Hustle']",['National Dex'],NatDex,"{'dex_number': 32, 'evos': ['Nidorino'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wailmer,130,70,35,70,35,60,130,2,['Water'],"['Water Veil', 'Oblivious', 'Pressure']",['National Dex'],NatDex,"{'dex_number': 320, 'evos': ['Wailord'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wailord,170,90,45,90,45,60,398,14.5,['Water'],"['Water Veil', 'Oblivious', 'Pressure']",['National Dex'],NatDex,"{'dex_number': 321, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Numel,60,60,40,65,45,35,24,0.7,"['Fire', 'Ground']","['Oblivious', 'Simple', 'Own Tempo']",['LC'],Standard,"{'dex_number': 322, 'evos': ['Camerupt'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Camerupt,70,100,70,105,75,40,220,1.9,"['Fire', 'Ground']","['Magma Armor', 'Solid Rock', 'Anger Point']",['ZU'],Standard,"{'dex_number': 323, 'evos': [], 'alts': ['Camerupt-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Torkoal,70,85,140,85,70,20,80.4,0.5,['Fire'],"['White Smoke', 'Drought', 'Shell Armor']",['OU'],Standard,"{'dex_number': 324, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Spoink,60,25,35,70,80,60,30.6,0.7,['Psychic'],"['Thick Fat', 'Own Tempo', 'Gluttony']",['LC'],Standard,"{'dex_number': 325, 'evos': ['Grumpig'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Grumpig,80,45,65,90,110,80,71.5,0.9,['Psychic'],"['Thick Fat', 'Own Tempo', 'Gluttony']",['ZU'],Standard,"{'dex_number': 326, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Spinda,60,60,60,60,60,60,5,1.1,['Normal'],"['Own Tempo', 'Tangled Feet', 'Contrary']",['National Dex'],NatDex,"{'dex_number': 327, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Trapinch,45,100,45,45,45,10,15,0.7,['Ground'],"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",['LC'],Standard,"{'dex_number': 328, 'evos': ['Vibrava'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Vibrava,50,70,50,50,50,70,15.3,1.1,"['Ground', 'Dragon']",['Levitate'],['NFE'],Standard,"{'dex_number': 329, 'evos': ['Flygon'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nidorino,61,72,57,55,55,65,19.5,0.9,['Poison'],"['Poison Point', 'Rivalry', 'Hustle']",['National Dex'],NatDex,"{'dex_number': 33, 'evos': ['Nidoking'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Flygon,80,100,80,80,80,100,82,2,"['Ground', 'Dragon']",['Levitate'],['NU'],Standard,"{'dex_number': 330, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Cacnea,50,85,40,85,40,35,51.3,0.4,['Grass'],"['Sand Veil', 'Water Absorb']",['LC'],Standard,"{'dex_number': 331, 'evos': ['Cacturne'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Cacturne,70,115,60,115,60,55,77.4,1.3,"['Grass', 'Dark']","['Sand Veil', 'Water Absorb']",['ZU'],Standard,"{'dex_number': 332, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Swablu,45,40,60,40,75,50,1.2,0.4,"['Normal', 'Flying']","['Natural Cure', 'Cloud Nine']",['LC'],Standard,"{'dex_number': 333, 'evos': ['Altaria'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Altaria,75,70,90,70,105,80,20.6,1.1,"['Dragon', 'Flying']","['Natural Cure', 'Cloud Nine']",['PU'],Standard,"{'dex_number': 334, 'evos': [], 'alts': ['Altaria-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Zangoose,73,115,60,60,60,90,40.3,1.3,['Normal'],"['Immunity', 'Toxic Boost']",['ZU'],Standard,"{'dex_number': 335, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Seviper,73,100,60,100,60,65,52.5,2.7,['Poison'],"['Shed Skin', 'Infiltrator']",['ZU'],Standard,"{'dex_number': 336, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lunatone,90,55,65,95,85,70,168,1,"['Rock', 'Psychic']",['Levitate'],['National Dex'],NatDex,"{'dex_number': 337, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Solrock,90,95,85,55,65,70,154,1.2,"['Rock', 'Psychic']",['Levitate'],['National Dex'],NatDex,"{'dex_number': 338, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Barboach,50,48,43,46,41,60,1.9,0.4,"['Water', 'Ground']","['Oblivious', 'Anticipation', 'Hydration']",['LC'],Standard,"{'dex_number': 339, 'evos': ['Whiscash'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Nidoking,81,102,77,85,75,85,62,1.4,"['Poison', 'Ground']","['Poison Point', 'Rivalry', 'Sheer Force']",['National Dex'],NatDex,"{'dex_number': 34, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Whiscash,110,78,73,76,71,60,23.6,0.9,"['Water', 'Ground']","['Oblivious', 'Anticipation', 'Hydration']",['ZU'],Standard,"{'dex_number': 340, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Corphish,43,80,65,50,35,35,11.5,0.6,['Water'],"['Hyper Cutter', 'Shell Armor', 'Adaptability']",['LC'],Standard,"{'dex_number': 341, 'evos': ['Crawdaunt'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Crawdaunt,63,120,85,90,55,55,32.8,1.1,"['Water', 'Dark']","['Hyper Cutter', 'Shell Armor', 'Adaptability']",['RU'],Standard,"{'dex_number': 342, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Baltoy,40,40,55,40,70,55,21.5,0.5,"['Ground', 'Psychic']",['Levitate'],['National Dex'],NatDex,"{'dex_number': 343, 'evos': ['Claydol'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Claydol,60,70,105,70,120,75,108,1.5,"['Ground', 'Psychic']",['Levitate'],['National Dex'],NatDex,"{'dex_number': 344, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lileep,66,41,77,61,87,23,23.8,1,"['Rock', 'Grass']","['Suction Cups', 'Storm Drain']",['National Dex'],NatDex,"{'dex_number': 345, 'evos': ['Cradily'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Cradily,86,81,97,81,107,43,60.4,1.5,"['Rock', 'Grass']","['Suction Cups', 'Storm Drain']",['National Dex'],NatDex,"{'dex_number': 346, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Anorith,45,95,50,40,50,75,12.5,0.7,"['Rock', 'Bug']","['Battle Armor', 'Swift Swim']",['National Dex'],NatDex,"{'dex_number': 347, 'evos': ['Armaldo'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Armaldo,75,125,100,70,80,45,68.2,1.5,"['Rock', 'Bug']","['Battle Armor', 'Swift Swim']",['National Dex'],NatDex,"{'dex_number': 348, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Feebas,20,15,20,10,55,80,7.4,0.6,['Water'],"['Swift Swim', 'Oblivious', 'Adaptability']",['LC'],Standard,"{'dex_number': 349, 'evos': ['Milotic'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Clefairy,70,45,48,60,65,35,7.5,0.6,['Fairy'],"['Cute Charm', 'Magic Guard', 'Friend Guard']",['NFE'],Standard,"{'dex_number': 35, 'evos': ['Clefable'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Milotic,95,60,79,100,125,81,162,6.2,['Water'],"['Marvel Scale', 'Competitive', 'Cute Charm']",['PU'],Standard,"{'dex_number': 350, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Castform,70,70,70,70,70,70,0.8,0.3,['Normal'],['Forecast'],['National Dex'],NatDex,"{'dex_number': 351, 'evos': [], 'alts': ['Castform-Sunny', 'Castform-Snowy', 'Castform-Rainy'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kecleon,60,90,70,60,120,40,22,1,['Normal'],"['Color Change', 'Protean']",['National Dex'],NatDex,"{'dex_number': 352, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Shuppet,44,75,35,63,33,45,2.3,0.6,['Ghost'],"['Insomnia', 'Frisk', 'Cursed Body']",['LC'],Standard,"{'dex_number': 353, 'evos': ['Banette'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Banette,64,115,65,83,63,65,12.5,1.1,['Ghost'],"['Insomnia', 'Frisk', 'Cursed Body']",['ZU'],Standard,"{'dex_number': 354, 'evos': [], 'alts': ['Banette-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Duskull,20,40,90,30,90,25,15,0.8,['Ghost'],"['Levitate', 'Frisk']",['LC'],Standard,"{'dex_number': 355, 'evos': ['Dusclops'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Dusclops,40,70,130,60,130,25,30.6,1.6,['Ghost'],"['Pressure', 'Frisk']",['NFE'],Standard,"{'dex_number': 356, 'evos': ['Dusknoir'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Tropius,99,68,83,72,87,51,100,2,"['Grass', 'Flying']","['Chlorophyll', 'Solar Power', 'Harvest']",['ZU'],Standard,"{'dex_number': 357, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Chimecho,75,50,80,95,90,65,1,0.6,['Psychic'],['Levitate'],['ZU'],Standard,"{'dex_number': 358, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Absol,65,130,60,75,60,75,47,1.2,['Dark'],"['Pressure', 'Super Luck', 'Justified']",['National Dex'],NatDex,"{'dex_number': 359, 'evos': [], 'alts': ['Absol-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Clefable,95,70,73,95,90,60,40,1.3,['Fairy'],"['Cute Charm', 'Magic Guard', 'Unaware']",['OU'],Standard,"{'dex_number': 36, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wynaut,95,23,48,23,48,23,14,0.6,['Psychic'],"['Shadow Tag', 'Telepathy']",['National Dex'],NatDex,"{'dex_number': 360, 'evos': ['Wobbuffet'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Snorunt,50,50,50,50,50,50,16.8,0.7,['Ice'],"['Inner Focus', 'Ice Body', 'Moody']",['LC'],Standard,"{'dex_number': 361, 'evos': ['Froslass', 'Glalie'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Glalie,80,80,80,80,80,80,256.5,1.5,['Ice'],"['Inner Focus', 'Ice Body', 'Moody']",['ZU'],Standard,"{'dex_number': 362, 'evos': [], 'alts': ['Glalie-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Spheal,70,40,50,55,50,25,39.5,0.8,"['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']",['National Dex'],NatDex,"{'dex_number': 363, 'evos': ['Sealeo'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sealeo,90,60,70,75,70,45,87.6,1.1,"['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']",['National Dex'],NatDex,"{'dex_number': 364, 'evos': ['Walrein'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Walrein,110,80,90,95,90,65,150.6,1.4,"['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']",['National Dex'],NatDex,"{'dex_number': 365, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Clamperl,35,64,85,74,55,32,52.5,0.4,['Water'],"['Shell Armor', 'Rattled']",['National Dex'],NatDex,"{'dex_number': 366, 'evos': ['Gorebyss', 'Huntail'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Huntail,55,104,105,94,75,52,27,1.7,['Water'],"['Swift Swim', 'Water Veil']",['National Dex'],NatDex,"{'dex_number': 367, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Gorebyss,55,84,105,114,75,52,22.6,1.8,['Water'],"['Swift Swim', 'Hydration']",['National Dex'],NatDex,"{'dex_number': 368, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Relicanth,100,90,130,45,65,55,23.4,1,"['Water', 'Rock']","['Swift Swim', 'Rock Head', 'Sturdy']",['National Dex'],NatDex,"{'dex_number': 369, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Vulpix,38,41,40,50,65,65,9.9,0.6,['Fire'],"['Flash Fire', 'Drought']",['ZUBL'],Standard,"{'dex_number': 37, 'evos': ['Ninetales'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Vulpix-Alola,38,41,40,50,65,65,9.9,0.6,['Ice'],"['Snow Cloak', 'Snow Warning']",['NFE'],Standard,"{'dex_number': 37, 'evos': ['Ninetales-Alola'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Luvdisc,43,30,55,40,65,97,8.7,0.6,['Water'],"['Swift Swim', 'Hydration']",['ZU'],Standard,"{'dex_number': 370, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Bagon,45,75,60,40,30,50,42.1,0.6,['Dragon'],"['Rock Head', 'Sheer Force']",['LC'],Standard,"{'dex_number': 371, 'evos': ['Shelgon'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Shelgon,65,95,100,60,50,50,110.5,1.1,['Dragon'],"['Rock Head', 'Overcoat']",['NFE'],Standard,"{'dex_number': 372, 'evos': ['Salamence'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Salamence,95,135,80,110,80,100,102.6,1.5,"['Dragon', 'Flying']","['Intimidate', 'Moxie']",['RU'],Standard,"{'dex_number': 373, 'evos': [], 'alts': ['Salamence-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Beldum,40,55,80,35,60,30,95.2,0.6,"['Steel', 'Psychic']","['Clear Body', 'Light Metal']",['LC'],Standard,"{'dex_number': 374, 'evos': ['Metang'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Metang,60,75,100,55,80,50,202.5,1.2,"['Steel', 'Psychic']","['Clear Body', 'Light Metal']",['NFE'],Standard,"{'dex_number': 375, 'evos': ['Metagross'], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Metagross,80,135,130,95,90,70,550,1.6,"['Steel', 'Psychic']","['Clear Body', 'Light Metal']",['UU'],Standard,"{'dex_number': 376, 'evos': [], 'alts': ['Metagross-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Regirock,80,100,200,50,100,50,230,1.7,['Rock'],"['Clear Body', 'Sturdy']",['PU'],Standard,"{'dex_number': 377, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Regice,80,50,100,100,200,50,175,1.8,['Ice'],"['Clear Body', 'Ice Body']",['ZU'],Standard,"{'dex_number': 378, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Registeel,80,75,150,75,150,50,205,1.9,['Steel'],"['Clear Body', 'Light Metal']",['NU'],Standard,"{'dex_number': 379, 'evos': [], 'alts': [], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ninetales,73,76,75,81,100,100,19.9,1.1,['Fire'],"['Flash Fire', 'Drought']",['NU'],Standard,"{'dex_number': 38, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ninetales-Alola,73,67,75,81,100,109,19.9,1.1,"['Ice', 'Fairy']","['Snow Cloak', 'Snow Warning']",['UU'],Standard,"{'dex_number': 38, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Latias,80,80,90,110,130,110,40,1.4,"['Dragon', 'Psychic']",['Levitate'],['UUBL'],Standard,"{'dex_number': 380, 'evos': [], 'alts': ['Latias-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Latios,80,90,80,130,110,110,60,2,"['Dragon', 'Psychic']",['Levitate'],['UU'],Standard,"{'dex_number': 381, 'evos': [], 'alts': ['Latios-Mega'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kyogre,100,100,90,150,140,90,352,4.5,['Water'],['Drizzle'],['Uber'],Standard,"{'dex_number': 382, 'evos': [], 'alts': ['Kyogre-Primal'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Groudon,100,150,140,100,90,90,950,3.5,['Ground'],['Drought'],['Uber'],Standard,"{'dex_number': 383, 'evos': [], 'alts': ['Groudon-Primal'], 'genfamily': ['RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
